"
Sevilla
","
Real Madrid
"
Starting XI
1,Sergio Rico,[],1,K. Navas,[]
18,Sergio Escudero,"[('yellow-card', ""66'"")]",12,Marcelo,"[('yellow-card', ""84'"")]"
3,Mariano,[],4,Sergio Ramos,[]
21,N. Pareja,[],5,R. Varane,[]
23,A. Rami,[],6,Nacho,[]
15,S. N'Zonzi,[],2,Daniel Carvajal,[]
8,Iborra,"[('yellow-card', ""31'""), ('sub-out', ""77'"")]",14,Casemiro,[]
20,Vitolo,[],8,T. Kroos,"[('sub-out', ""75'"")]"
10,S. Nasri,"[('yellow-card', ""81'"")]",19,L. Modrić,[]
22,F. Vázquez,"[('sub-out', ""68'"")]",7,Cristiano Ronaldo,[]
12,W. Ben Yedder,"[('sub-out', ""86'"")]",9,K. Benzema,[]
