"
Atalanta
","
Fiorentina
"
Starting XI
1,E. Berisha,[],12,C. Tătărușanu,[]
24,A. Conti,[],2,G. Rodríguez,"[('yellow-card', ""54'"")]"
13,M. Caldara,[],13,D. Astori,"[('yellow-card', ""62'"")]"
3,Rafael Tolói,[],72,J. Iličić,"[('yellow-card', ""50'""), ('sub-out', ""81'"")]"
5,A. Masiello,"[('yellow-card', ""52'"")]",5,M. Badelj,[]
37,L. Spinazzola,[],25,F. Chiesa,"[('yellow-card', ""31'""), ('sub-out', ""72'"")]"
7,M. D'Alessandro,"[('yellow-card', ""35'""), ('sub-out', ""46'"")]",8,M. Vecino,[]
27,J. Kurtič,"[('sub-out', ""69'"")]",6,C. Sánchez,[]
10,A. Gómez,[],20,Borja Valero,[]
11,R. Freuler,[],9,N. Kalinić,"[('sub-out', ""90'"")]"
29,A. Petagna,"[('sub-out', ""86'"")]",16,Cristian Tello,[]
