"
Mainz 05
","
RB Leipzig
"
Starting XI
1,J. Lössl,[],32,P. Gulácsi,[]
42,A. Hack,[],17,D. Upamecano,"[('yellow-card', ""30'""), ('sub-out', ""41'"")]"
16,S. Bell,[],4,W. Orban,[]
18,D. Brosinski,"[('yellow-card', ""71'"")]",23,M. Halstenberg,[]
2,G. Donati,"[('yellow-card', ""90'+"")]",3,Bernardo,"[('yellow-card', ""56'"")]"
8,L. Öztunali,[],13,S. Ilsanker,"[('yellow-card', ""90'+"")]"
25,J. Gbamin,"[('red-card', ""89'"")]",8,N. Keïta,"[('sub-out', ""85'"")]"
7,R. Quaison,"[('sub-out', ""55'"")]",31,D. Demme,[]
20,F. Frei,"[('yellow-card', ""78'"")]",7,M. Sabitzer,"[('yellow-card', ""71'"")]"
15,J. Córdoba,"[('yellow-card', ""75'""), ('sub-out', ""88'"")]",10,E. Forsberg,"[('sub-out', ""76'"")]"
10,Bojan,"[('sub-out', ""67'"")]",9,Y. Poulsen,[]
