"
Villarreal
","
Barcelona
"
Starting XI
1,Sergio Asenjo,[],1,M. ter Stegen,[]
11,Jaume Costa,"[('yellow-card', ""70'""), ('sec-yellow-card', ""90'+"")]",3,Piqué,"[('yellow-card', ""83'"")]"
5,M. Musacchio,"[('sub-out', ""87'"")]",19,L. Digne,"[('sub-out', ""71'"")]"
6,Víctor Ruíz,[],14,J. Mascherano,[]
2,Mario Gaspar,[],8,Iniesta,[]
20,R. Soriano,"[('sub-out', ""83'"")]",20,Sergi Roberto,"[('yellow-card', ""78'"")]"
8,J. dos Santos,[],5,Busquets,[]
21,Bruno,[],21,André Gomes,"[('sub-out', ""68'"")]"
14,Trigueros,[],9,L. Suárez,[]
10,Alexandre Pato,"[('sub-out', ""76'"")]",11,Neymar,[]
18,N. Sansone,"[('yellow-card', ""78'"")]",10,L. Messi,[]
