"
Juventus
","
Barcelona
"
Starting XI
1,G. Buffon,[],1,M. ter Stegen,[]
3,G. Chiellini,[],23,S. Umtiti,"[('yellow-card', ""90'+"")]"
23,Dani Alves,"[('yellow-card', ""28'"")]",24,J. Mathieu,"[('sub-out', ""46'"")]"
19,L. Bonucci,[],14,J. Mascherano,[]
12,Alex Sandro,[],3,Piqué,[]
5,M. Pjanić,"[('sub-out', ""89'"")]",20,Sergi Roberto,[]
6,S. Khedira,"[('yellow-card', ""74'"")]",8,Iniesta,"[('yellow-card', ""57'"")]"
9,G. Higuaín,[],4,I. Rakitić,[]
21,P. Dybala,"[('sub-out', ""81'"")]",9,L. Suárez,"[('yellow-card', ""53'"")]"
17,M. Mandžukić,"[('yellow-card', ""63'"")]",11,Neymar,[]
7,J. Cuadrado,"[('sub-out', ""73'"")]",10,L. Messi,[]
