"
Vancouver Whitecaps
","
Tigres UANL
"
Starting XI
1,D. Ousted,[],1,N. Guzmán,[]
26,T. Parker,[],4,H. Ayala,[]
25,S. Williams,"[('sub-out', ""78'"")]",3,Juninho,"[('sub-out', ""86'"")]"
4,K. Waston,[],6,Jorge Torres,[]
2,J. Harvey,[],28,L. Rodríguez,[]
20,B. Shea,"[('sub-out', ""10'"")]",29,J. Dueñas,[]
8,A. Jacobson,"[('sub-out', ""61'"")]",20,J. Aquino,[]
13,C. Techera,[],19,G. Pizarro,[]
15,M. Laba,"[('yellow-card', ""43'"")]",26,E. Vargas,"[('sub-out', ""78'"")]"
7,C. Bolaños,[],10,A. Gignac,[]
12,F. Montero,[],18,I. Sosa,"[('sub-out', ""83'"")]"
