"
Puebla
","
Monterrey
"
Starting XI
17,C. Campestrini,"[('yellow-card', ""85'"")]",22,A. Domínguez,[]
26,D. Schmidt,[],3,C. Montes,[]
12,Ó. Rojas,"[('sub-out', ""87'"")]",15,J. Basanta,[]
2,R. Herrera,[],4,I. Piris,[]
7,E. Orrantía,[],2,E. Castillo,"[('yellow-card', ""41'""), ('sub-out', ""59'"")]"
6,P. Míguez,"[('yellow-card', ""29'"")]",21,J. Molina,"[('yellow-card', ""90'+"")]"
16,D. Toledo,[],13,C. Sánchez,[]
8,F. Acuña,"[('sub-out', ""63'"")]",16,C. Ortiz,[]
3,C. Gutiérrez,[],23,Y. Chará,"[('sub-out', ""71'"")]"
25,A. Canelo,[],8,D. Pabón,"[('sub-out', ""87'"")]"
20,Á. Navarro,[],7,Rogelio Funes Mori,[]
