"
Bastia
","
Saint-Étienne
"
Starting XI
16,J. Leca,[],16,S. Ruffier,[]
29,G. Cioni,[],33,R. Pierre-Gabriel,"[('sub-out', ""80'"")]"
4,A. El Kaoutari,[],2,K. Théophile Catherine,[]
20,P. Bengtsson,[],24,L. Perrin,[]
3,N. Saint-Ruf,"[('red-card', ""44'"")]",32,D. Maïga,[]
10,A. Saint-Maximin,[],14,J. Veretout,[]
8,G. Danic,"[('yellow-card', ""70'"")]",5,V. Pajot,"[('sub-out', ""45'+"")]"
11,L. Nangis,"[('sub-out', ""84'"")]",22,K. Monnet-Paquet,[]
15,P. Oniangué,[],27,R. Berič,[]
14,M. Mostefa,[],11,H. Saivet,[]
9,F. Raspentino,"[('sub-out', ""45'+"")]",26,Jorginho,"[('sub-out', ""62'"")]"
