"
Leicester City
","
Chelsea
"
Starting XI
1,K. Schmeichel,[],13,T. Courtois,[]
5,W. Morgan,[],24,G. Cahill,[]
6,R. Huth,"[('sub-out', ""60'"")]",30,David Luiz,[]
3,B. Chilwell,[],28,Azpilicueta,[]
28,C. Fuchs,"[('yellow-card', ""51'"")]",3,Marcos Alonso,[]
25,W. Ndidi,[],21,N. Matić,[]
11,M. Albrighton,"[('sub-out', ""77'"")]",10,E. Hazard,"[('sub-out', ""79'"")]"
4,D. Drinkwater,[],11,Pedro,"[('sub-out', ""84'"")]"
24,N. Mendy,[],15,V. Moses,[]
7,A. Musa,"[('sub-out', ""71'"")]",22,Willian,"[('sub-out', ""84'"")]"
9,J. Vardy,[],7,N. Kanté,[]
