"
Palermo
","
Lazio"
Starting XI
1,J. Posavec,[],1,T. Strakosha,[]
6,E. Goldaniga,"[('yellow-card', ""41'""), ('sub-out', ""80'"")]",13,Wallace,[]
89,M. Morganella,[],26,Ş. Radu,[]
4,S. Anđelković,[],8,D. Basta,[]
19,H. Aleesami,[],16,M. Parolo,[]
12,G. González,"[('red-card', ""86'"")]",21,S. Milinković-Savić,[]
23,A. Diamanti,"[('yellow-card', ""42'""), ('sub-out', ""46'"")]",19,S. Lulić,"[('yellow-card', ""14'""), ('sub-out', ""64'"")]"
28,M. Jajalo,[],20,L. Biglia,[]
25,Bruno Henrique,"[('sub-out', ""55'"")]",10,Felipe Anderson,"[('sub-out', ""68'"")]"
18,I. Chochev,[],14,B. Keita,"[('sub-out', ""81'"")]"
30,I. Nestorovski,[],17,C. Immobile,[]
