"
Saint-Étienne
","
Metz
"
Starting XI
16,S. Ruffier,[],1,T. Didillon,[]
2,K. Théophile Catherine,[],4,M. Biševac,[]
24,L. Perrin,[],6,S. Falette,[]
33,R. Pierre-Gabriel,"[('sub-out', ""77'"")]",25,Iván,[]
25,K. Malcuit,[],32,B. Assou-Ekotto,[]
17,O. Selnæs,[],10,C. Doukouré,"[('yellow-card', ""69'"")]"
14,J. Veretout,[],8,Y. Jouffre,"[('sub-out', ""89'"")]"
27,R. Berič,"[('sub-out', ""86'"")]",26,I. Sarr,"[('sub-out', ""59'"")]"
22,K. Monnet-Paquet,[],14,G. Mandjeck,[]
11,H. Saivet,"[('sub-out', ""67'"")]",24,R. Cohade,[]
21,R. Hamouma,[],18,C. Diabaté,"[('sub-out', ""78'"")]"
