"
Angers SCO
","
Nancy
"
Starting XI
16,M. Michel,[],1,S. Chernik,[]
29,V. Manceau,[],4,M. Diagne,[]
28,I. Cissokho,"[('sub-out', ""83'"")]",26,V. Muratori,"[('sub-out', ""76'"")]"
6,G. Bourillon,[],14,J. Cuffaut,[]
24,R. Thomas,[],3,T. Badila,[]
18,B. Santamaria,[],18,D. Guidileye,[]
15,P. Capelle,"[('sub-out', ""62'"")]",6,Y. Ait Bennasser,"[('sub-out', ""56'"")]"
5,T. Mangani,[],10,I. Dia,"[('sub-out', ""64'"")]"
17,C. N'Doye,[],19,L. Puyo,[]
7,K. Toko Ekambi,"[('sub-out', ""76'"")]",5,A. Diarra,"[('yellow-card', ""10'"")]"
22,J. Bamba,[],15,Y. Hadji,[]
