"
Southampton
","
Manchester City
"
Starting XI
1,F. Forster,[],1,C. Bravo,[]
21,R. Bertrand,[],30,N. Otamendi,[]
2,Cédric Soares,"[('yellow-card', ""41'"")]",22,G. Clichy,[]
24,J. Stephens,[],4,V. Kompany,[]
3,M. Yoshida,[],25,Fernandinho,[]
11,D. Tadić,[],15,Jesús Navas,[]
22,N. Redmond,[],42,Y. Touré,[]
23,P. Højbjerg,"[('yellow-card', ""31'"")]",19,L. Sané,"[('sub-out', ""86'"")]"
16,J. Ward-Prowse,"[('sub-out', ""60'"")]",17,K. De Bruyne,[]
8,S. Davis,"[('yellow-card', ""37'"")]",21,David Silva,"[('sub-out', ""81'"")]"
20,M. Gabbiadini,"[('sub-out', ""60'"")]",10,S. Agüero,"[('sub-out', ""89'"")]"
