"
RB Leipzig
","
Bayer Leverkusen"
Starting XI
32,P. Gulácsi,[],1,B. Leno,[]
33,M. Compper,[],21,Ö. Toprak,[]
4,W. Orban,"[('yellow-card', ""4'""), ('sec-yellow-card', ""88'"")]",18,Wendell,"[('yellow-card', ""58'""), ('sub-out', ""69'"")]"
3,Bernardo,[],16,T. Jedvaj,[]
8,N. Keïta,[],13,R. Hilbert,[]
13,S. Ilsanker,[],15,J. Baumgartlinger,[]
7,M. Sabitzer,[],29,K. Havertz,[]
31,D. Demme,[],38,K. Bellarabi,"[('sub-out', ""46'"")]"
19,O. Burke,"[('sub-out', ""73'"")]",44,K. Kampl,[]
11,T. Werner,"[('sub-out', ""90'+"")]",19,J. Brandt,"[('sub-out', ""87'"")]"
10,E. Forsberg,"[('sub-out', ""90'+"")]",31,K. Volland,[]
