"
Hoffenheim
","
Ingolstadt
"
Starting XI
1,O. Baumann,[],35,M. Hansen,[]
25,N. Süle,[],34,M. Matip,[]
21,B. Hübner,"[('yellow-card', ""58'"")]",29,M. Suttner,"[('yellow-card', ""65'"")]"
13,K. Demirbay,[],32,M. Tisserand,[]
6,S. Rudy,"[('yellow-card', ""34'"")]",33,F. Hadergjonaj,[]
17,S. Zuber,[],18,R. Brégerie,[]
22,K. Vogt,[],10,P. Groß,"[('sub-out', ""72'"")]"
18,N. Amiri,"[('sub-out', ""80'"")]",6,A. Morales,"[('sub-out', ""87'"")]"
28,Á. Szalai,[],36,A. Cohen,[]
23,M. Terrazzino,"[('sub-out', ""52'"")]",11,D. Lezcano,[]
14,S. Wagner,"[('sub-out', ""85'"")]",16,L. Hinterseer,"[('sub-out', ""82'"")]"
