"
Caen
","
Olympique Lyonnais
"
Starting XI
1,R. Vercoutre,[],1,Anthony Lopes,[]
5,A. Yahia,[],15,J. Morel,"[('sub-out', ""73'"")]"
24,F. Guilbert,"[('yellow-card', ""1'"")]",5,M. Diakhaby,"[('yellow-card', ""38'""), ('sub-out', ""40'"")]"
28,D. Da Silva,[],2,M. Yanga-Mbiwa,[]
25,J. Féret,[],20,Rafael,[]
6,J. Delaplace,[],28,M. Valbuena,"[('sub-out', ""73'"")]"
11,V. Bessat,[],8,C. Tolisso,[]
18,J. Adéoti,[],21,M. Gonalons,[]
7,Y. Karamoh,"[('sub-out', ""74'"")]",27,M. Cornet,[]
12,R. Rodelin,[],18,N. Fekir,"[('yellow-card', ""48'"")]"
26,I. Santini,"[('yellow-card', ""41'"")]",10,A. Lacazette,[]
