"
Toulouse
","
Nancy
"
Starting XI
40,A. Lafont,[],1,S. Chernik,[]
5,I. Diop,[],2,C. Lenglet,[]
13,C. Michelin,"[('sub-out', ""57'"")]",26,V. Muratori,"[('yellow-card', ""76'"")]"
6,C. Jullien,[],4,M. Diagne,[]
12,Issiaga Sylla,[],14,J. Cuffaut,"[('yellow-card', ""53'"")]"
20,S. Yago,[],25,B. Pedretti,"[('sub-out', ""71'"")]"
4,T. Doumbia,"[('sub-out', ""50'"")]",18,D. Guidileye,"[('yellow-card', ""12'"")]"
19,Somália,[],6,Y. Ait Bennasser,[]
21,J. Durmaz,"[('sub-out', ""67'"")]",19,L. Puyo,[]
9,M. Braithwaite,[],10,I. Dia,"[('sub-out', ""60'"")]"
11,O. Toivonen,"[('yellow-card', ""72'"")]",9,M. Dalé,[]
