"
Werder Bremen
","
Darmstadt 98
"
Starting XI
42,F. Wiedwald,[],1,Daniel Heuer ,[]
26,L. Sané,[],32,F. Holland,"[('sub-out', ""78'"")]"
23,T. Gebre Selassie,[],17,S. Sirigu,[]
18,N. Moisander,[],4,A. Sulu,[]
4,R. Bauer,[],20,M. Heller,[]
29,S. Gnabry,[],18,P. Niemeyer,[]
8,C. Fritz,"[('sub-out', ""39'"")]",33,S. Sam,"[('sub-out', ""87'"")]"
22,F. Bartels,[],6,M. Vrančić,"[('sub-out', ""72'"")]"
16,Z. Junuzović,"[('sub-out', ""32'"")]",34,Hamit Altıntop,"[('yellow-card', ""69'"")]"
14,C. Pizarro,"[('sub-out', ""78'"")]",8,J. Gondorf,[]
10,M. Kruse,[],16,A. Colak,[]
