"
AFC Bournemouth
","
Chelsea
"
Starting XI
1,A. Boruc,[],13,T. Courtois,[]
2,S. Francis,[],3,Marcos Alonso,[]
15,A. Smith,[],30,David Luiz,[]
11,C. Daniels,[],24,G. Cahill,[]
3,S. Cook,[],28,Azpilicueta,[]
8,H. Arter,"[('yellow-card', ""38'"")]",11,Pedro,"[('yellow-card', ""74'""), ('sub-out', ""88'"")]"
32,J. Wilshere,[],7,N. Kanté,"[('yellow-card', ""58'"")]"
7,M. Pugh,"[('sub-out', ""71'"")]",15,V. Moses,"[('yellow-card', ""8'""), ('sub-out', ""90'+"")]"
24,R. Fraser,"[('sub-out', ""84'"")]",10,E. Hazard,"[('sub-out', ""84'"")]"
9,B. Afobe,"[('sub-out', ""77'"")]",21,N. Matić,[]
17,J. King,[],19,Diego Costa,[]
