"
Olympique Lyonnais
","
Olympique Marseille
"
Starting XI
1,Anthony Lopes,[],16,Y. Pelé,[]
4,E. Mammana,[],24,R. Fanni,"[('yellow-card', ""48'"")]"
15,J. Morel,[],3,Dória,[]
2,M. Yanga-Mbiwa,"[('yellow-card', ""37'"")]",2,H. Sakai,"[('yellow-card', ""85'"")]"
20,Rafael,[],6,Rolando,[]
28,M. Valbuena,"[('sub-out', ""79'"")]",27,M. Lopez,"[('sub-out', ""66'"")]"
8,C. Tolisso,"[('sub-out', ""85'"")]",29,A. Zambo Anguissa,[]
21,M. Gonalons,[],8,M. Sanson,[]
27,M. Cornet,[],26,F. Thauvin,"[('sub-out', ""89'"")]"
18,N. Fekir,"[('sub-out', ""71'"")]",17,B. Sarr,"[('sub-out', ""66'"")]"
10,A. Lacazette,[],18,B. Gomis,[]
