"
Wolfsburg
","
Hamburger SV
"
Starting XI
1,D. Benaglio,"[('yellow-card', ""33'"")]",31,C. Mathenia,[]
34,R. Rodríguez,[],24,G. Sakai,[]
5,J. Bruma,[],9,K. Papadopoulos,[]
10,Y. Mallı,"[('sub-out', ""80'"")]",22,M. Ostrzolek,"[('yellow-card', ""37'""), ('sub-out', ""84'"")]"
30,P. Seguin,[],13,M. Mavraj,[]
22,Luiz Gustavo,"[('yellow-card', ""85'"")]",6,Douglas Santos,[]
13,Y. Gerhardt,[],8,L. Holtby,[]
7,D. Caligiuri,"[('sub-out', ""69'"")]",17,F. Kostić,[]
23,J. Guilavogui,[],20,A. Ekdal,"[('yellow-card', ""28'""), ('sec-yellow-card', ""33'"")]"
9,P. Ntep,"[('sub-out', ""89'"")]",27,N. Müller,[]
33,M. Gómez,[],7,B. Wood,[]
