"
Lazio
","
Roma
"
Starting XI
22,F. Marchetti,[],1,W. Szczęsny,[]
26,Ş. Radu,[],2,A. Rüdiger,"[('yellow-card', ""51'"")]"
13,Wallace,[],20,F. Fazio,[]
8,D. Basta,"[('sub-out', ""80'"")]",13,Bruno Peres,"[('yellow-card', ""84'""), ('sub-out', ""90'+"")]"
19,S. Lulić,"[('yellow-card', ""70'"")]",33,Emerson,[]
20,L. Biglia,"[('yellow-card', ""29'""), ('sub-out', ""80'"")]",44,K. Manolas,[]
21,S. Milinković-Savić,[],16,D. De Rossi,[]
10,Felipe Anderson,[],6,K. Strootman,"[('yellow-card', ""67'"")]"
16,M. Parolo,"[('yellow-card', ""79'"")]",8,D. Perotti,[]
17,C. Immobile,[],4,R. Nainggolan,[]
14,B. Keita,"[('sub-out', ""85'"")]",9,E. Džeko,[]
