"
Nice
","
Nancy
"
Starting XI
30,Y. Cardinale,[],16,G. N'Dy Assembé,[]
2,A. Souquet,[],28,J. Cétout,[]
20,M. Le Marchand,[],24,E. Cabaco,[]
21,Ricardo Pereira,"[('sub-out', ""89'"")]",14,J. Cuffaut,[]
31,Dante,"[('yellow-card', ""45'+"")]",20,M. Chrétien,[]
29,Dalbert Henrique,[],19,L. Puyo,"[('yellow-card', ""58'""), ('sub-out', ""74'"")]"
26,V. Koziello,"[('sub-out', ""80'"")]",10,I. Dia,"[('sub-out', ""80'"")]"
6,J. Seri,[],6,Y. Ait Bennasser,[]
5,Y. Belhanda,[],18,D. Guidileye,"[('sub-out', ""74'"")]"
13,V. Eysseric,[],25,B. Pedretti,"[('yellow-card', ""30'"")]"
10,M. Le Bihan,[],9,M. Dalé,[]
