"
Norwich City
","
Southampton
"
Starting XI
33,M. McGovern,[],41,H. Lewis,[]
3,Martin Olsson,[],17,V. van Dijk,[]
15,T. Klose,"[('sub-out', ""69'"")]",3,M. Yoshida,[]
5,R. Martin,[],24,J. Stephens,[]
2,S. Whittaker,[],21,R. Bertrand,[]
8,J. Howson,[],23,P. Højbjerg,[]
21,A. Pritchard,"[('sub-out', ""79'"")]",39,J. Sims,"[('yellow-card', ""50'""), ('sub-out', ""79'"")]"
27,A. Tettey,"[('yellow-card', ""58'"")]",11,D. Tadić,[]
10,C. Jerome,[],18,H. Reed,"[('sub-out', ""63'"")]"
7,S. Naismith,[],16,J. Ward-Prowse,[]
31,Josh Murphy,"[('sub-out', ""69'"")]",7,S. Long,"[('sub-out', ""63'"")]"
