"
Chiapas
","
León
"
Starting XI
23,M. Muñoz,[],25,W. Yarbrough,[]
2,B. Angulo,"[('sub-out', ""86'"")]",15,C. Guzmán,"[('sub-out', ""77'"")]"
20,F. Araújo,[],24,O. Rodríguez,[]
34,A. Mosquera,[],23,J. Cornejo,[]
24,J. Patiño,"[('yellow-card', ""57'"")]",3,G. Burdisso,[]
8,D. De La Torre,"[('sub-out', ""69'"")]",35,Juan González,[]
28,Lucas Silva,[],11,A. Andrade,"[('sub-out', ""69'"")]"
16,H. Ruiz,[],8,Elías Hernández,[]
19,F. Micolta,[],13,A. Mejía,[]
10,J. Fabbro,[],10,L. Montes,[]
27,J. Nava,"[('sub-out', ""54'"")]",17,M. Boselli,"[('sub-out', ""82'"")]"
