"
Heracles
","
PSV
"
Starting XI
1,B. Castro,[],1,J. Zoet,[]
2,T. Breukers,[],4,S. Arias,[]
27,J. Hoogma,[],2,N. Isimat-Mirin,[]
3,M. te Wierik,"[('yellow-card', ""51'"")]",5,D. Schwaab,[]
12,W. Droste,[],15,J. Willems,"[('sub-out', ""70'"")]"
10,T. Bruns,"[('yellow-card', ""77'""), ('sub-out', ""77'"")]",18,A. Guardado,[]
20,P. van Ooijen,"[('sub-out', ""73'"")]",6,D. Pröpper,[]
14,J. Pelupessy,[],28,M. van Ginkel,[]
9,S. Armenteros,[],23,B. Ramselaar,"[('sub-out', ""83'"")]"
17,B. Kuwas,[],9,L. de Jong,[]
7,B. Darri,"[('sub-out', ""61'"")]",7,G. Pereiro,"[('sub-out', ""79'"")]"
