"
Empoli
","
Cagliari
"
Starting XI
28,Ł. Skorupski,[],30,M. Storari,[]
15,A. Costa,"[('yellow-card', ""35'"")]",23,L. Ceppitelli,[]
21,M. Pasqual,"[('sub-out', ""23'"")]",19,F. Pisacane,[]
3,M. Zambelli,"[('sub-out', ""25'"")]",2,Bruno Alves,[]
6,G. Bellusci,[],3,M. Isla,"[('yellow-card', ""71'"")]"
10,R. Saponara,"[('yellow-card', ""14'"")]",20,S. Padoin,"[('yellow-card', ""5'"")]"
8,A. El Hadji,[],4,D. Dessena,"[('yellow-card', ""55'""), ('sub-out', ""69'"")]"
33,R. Krunić,"[('yellow-card', ""42'"")]",18,N. Barella,"[('sub-out', ""51'"")]"
11,D. Croce,[],9,F. Melchiorri,"[('yellow-card', ""43'"")]"
9,L. Mchedlidze,"[('yellow-card', ""65'""), ('sub-out', ""82'"")]",25,M. Sau,"[('sub-out', ""60'"")]"
89,G. Marilungo,"[('yellow-card', ""45'+"")]",17,Diego Farias,"[('yellow-card', ""57'"")]"
