"
Groningen
","
Excelsior
"
Starting XI
1,S. Padt,[],25,W. Hahn,[]
25,D. Payne,"[('yellow-card', ""29'"")]",5,B. Kuipers,[]
3,K. Larsen,[],30,J. de Wijs,"[('sub-out', ""77'"")]"
6,E. Reijnen,[],2,K. Karami,[]
5,S. Memišević,"[('sub-out', ""84'"")]",23,M. Massop,"[('yellow-card', ""47'"")]"
8,R. Jenssen,[],24,H. Faik,[]
20,Y. van Nieff,[],10,L. Bruins,[]
22,S. Tibbling,[],8,R. Koolwijk,[]
13,A. Sørloth,"[('sub-out', ""71'"")]",17,Fredy,"[('sub-out', ""63'"")]"
14,M. Mahi,"[('yellow-card', ""83'"")]",9,T. Ondaan,[]
11,B. Linssen,[],7,N. Hasselbaink,"[('sub-out', ""67'"")]"
