"
Metz
","
Montpellier
"
Starting XI
1,T. Didillon,[],1,L. Pionnier,[]
5,G. Milán,[],21,W. Rémy,[]
2,F. Diagne,[],4,Hilton,[]
25,Iván,[],24,J. Roussillon,"[('sub-out', ""46'"")]"
23,C. Philipps,[],25,M. Deplagne,"[('yellow-card', ""43'""), ('sub-out', ""46'"")]"
13,F. Signorino,"[('sub-out', ""83'"")]",28,S. Sessègnon,[]
6,S. Falette,[],7,P. Lasne,[]
24,R. Cohade,[],6,J. Marveaux,"[('sub-out', ""63'"")]"
19,F. Mollet,[],11,J. Ikone,[]
18,C. Diabaté,"[('sub-out', ""70'"")]",13,E. Skhiri,[]
11,O. N'Guette,"[('yellow-card', ""65'""), ('sub-out', ""67'"")]",15,S. Mounié,"[('yellow-card', ""88'"")]"
