"
Crotone
","
Sampdoria
"
Starting XI
1,A. Cordaz,[],1,C. Puggioni,[]
17,F. Ceccherini,[],13,Pedro Pereira,[]
22,A. Rosi,"[('yellow-card', ""5'"")]",19,V. Regini,[]
15,D. Mesbah,"[('sub-out', ""70'"")]",37,M. Škriniar,[]
13,G. Ferrari,"[('yellow-card', ""90'+"")]",26,M. Silvestre,[]
6,M. Rohdén,[],16,K. Linetty,"[('sub-out', ""46'"")]"
18,A. Barberis,[],11,R. Álvarez,"[('sub-out', ""52'"")]"
8,L. Crisetig,"[('sub-out', ""88'"")]",8,É. Barreto,[]
29,M. Trotta,"[('yellow-card', ""37'"")]",34,L. Torreira,[]
11,D. Falcinelli,[],27,F. Quagliarella,[]
7,R. Palladino,"[('sub-out', ""78'"")]",9,L. Muriel,"[('sub-out', ""88'"")]"
