"
América
","
Puebla
"
Starting XI
1,A. Marchesín,[],17,C. Campestrini,[]
3,G. Burón,"[('sub-out', ""46'"")]",2,R. Herrera,[]
12,Pablo Aguilar,"[('yellow-card', ""80'"")]",32,C. Pérez,[]
18,B. Valdez,"[('sub-out', ""51'"")]",5,E. Dueñas,"[('yellow-card', ""77'"")]"
6,M. Samudio,[],25,A. Canelo,"[('sub-out', ""86'"")]"
2,P. Goltz,"[('yellow-card', ""5'"")]",8,F. Acuña,[]
7,William da Silva,"[('sub-out', ""76'"")]",3,C. Gutiérrez,[]
21,J. Guerrero,[],6,P. Míguez,[]
30,R. Ibarra,[],16,D. Toledo,[]
10,C. Domínguez,[],20,Á. Navarro,"[('sub-out', ""70'"")]"
24,O. Peralta,[],34,G. Esparza,[]
