"
Atlético Madrid
","
Las Palmas
"
Starting XI
1,Moyà,[],13,Javi Varas,[]
15,S. Savić,[],3,M. Lemos,[]
19,L. Hernández,[],17,Bigas,[]
16,Š. Vrsaljko,[],22,Hélder Lopes,"[('sub-out', ""84'"")]"
2,D. Godín,[],12,Míchel,[]
10,Y. Carrasco,"[('yellow-card', ""73'""), ('sub-out', ""77'"")]",15,Roque Mesa,"[('yellow-card', ""56'"")]"
6,Koke,[],4,Vicente Gómez,"[('sub-out', ""83'"")]"
14,Gabi,[],6,Montoro,[]
8,Saúl,"[('yellow-card', ""43'"")]",21,Jonathan Viera,[]
7,A. Griezmann,"[('sub-out', ""90'"")]",8,N. El Zhar,"[('sub-out', ""86'"")]"
21,K. Gameiro,"[('sub-out', ""84'"")]",9,M. Livaja,[]
