"
Liverpool
","
Swansea City
"
Starting XI
22,S. Mignolet,[],1,Ł. Fabiański,[]
6,D. Lovren,[],6,A. Mawson,[]
17,R. Klavan,"[('yellow-card', ""36'"")]",33,F. Fernández,[]
2,N. Clyne,[],16,Martin Olsson,"[('sub-out', ""79'"")]"
7,J. Milner,[],26,K. Naughton,[]
14,J. Henderson,[],23,G. Sigurðsson,[]
23,E. Can,"[('sub-out', ""70'"")]",24,J. Cork,[]
10,Philippe Coutinho,"[('sub-out', ""57'"")]",42,T. Carroll,[]
5,G. Wijnaldum,"[('sub-out', ""90'+"")]",8,L. Fer,"[('yellow-card', ""90'""), ('sub-out', ""90'+"")]"
20,A. Lallana,[],15,W. Routledge,[]
11,Roberto Firmino,[],9,Llorente,"[('sub-out', ""85'"")]"
