"
Vitesse
","
Twente
"
Starting XI
1,E. Room,[],1,N. Marsman,[]
5,K. Leerdam,"[('yellow-card', ""77'"")]",6,D. Trajkovski,[]
6,A. Kruiswijk,[],5,S. Thesker,[]
37,G. Kashia,[],25,P. Bijen,"[('sub-out', ""61'"")]"
3,M. van der Werff,[],3,J. Andersen,[]
10,A. Tighadouini,"[('sub-out', ""68'"")]",2,H. ter Avest,[]
21,S. Yeini,[],23,J. van der Heyden,"[('sub-out', ""74'"")]"
25,N. Foor,[],43,M. Klich,"[('yellow-card', ""64'"")]"
34,L. Baker,"[('red-card', ""81'"")]",14,Y. Yeboah,[]
13,R. van Wolfswinkel,"[('sub-out', ""78'"")]",10,B. Celina,"[('sub-out', ""60'"")]"
7,M. Rashica,"[('sub-out', ""85'"")]",17,E. Ünal,[]
