"
Arsenal
","
AFC Bournemouth
"
Starting XI
33,P. Čech,[],23,A. Federici,[]
18,Nacho Monreal,[],14,B. Smith,"[('yellow-card', ""80'""), ('sub-out', ""81'"")]"
2,M. Debuchy,"[('sub-out', ""16'"")]",15,A. Smith,[]
6,L. Koscielny,[],2,S. Francis,"[('yellow-card', ""7'"")]"
20,S. Mustafi,"[('yellow-card', ""22'"")]",5,N. Aké,[]
35,Mohamed Elneny,[],3,S. Cook,"[('yellow-card', ""4'"")]"
29,G. Xhaka,[],8,H. Arter,"[('yellow-card', ""73'"")]"
15,A. Oxlade-Chamberlain,"[('sub-out', ""75'"")]",4,D. Gosling,"[('yellow-card', ""88'"")]"
11,M. Özil,[],19,J. Stanislas,"[('sub-out', ""71'"")]"
14,T. Walcott,"[('sub-out', ""76'"")]",17,J. King,[]
7,A. Sánchez,"[('yellow-card', ""62'"")]",13,C. Wilson,"[('sub-out', ""63'"")]"
