"
Wolverhampton Wanderers
","
Chelsea
"
Starting XI
1,C. Ikeme,[],1,A. Begović,[]
30,K. Hause,[],6,N. Aké,[]
6,D. Batth,"[('yellow-card', ""70'"")]",5,K. Zouma,[]
2,M. Doherty,[],29,N. Chalobah,[]
16,C. Coady,[],26,J. Terry,[]
19,J. Price,[],15,V. Moses,[]
8,G. Saville,"[('yellow-card', ""21'""), ('sub-out', ""84'"")]",11,Pedro,"[('yellow-card', ""49'""), ('sub-out', ""73'"")]"
17,Hélder Costa,[],10,E. Hazard,"[('sub-out', ""86'"")]"
4,D. Edwards,[],22,Willian,"[('sub-out', ""80'"")]"
63,A. Weimann,"[('yellow-card', ""33'""), ('sub-out', ""76'"")]",4,Fàbregas,[]
22,J. Böðvarsson,"[('sub-out', ""84'"")]",19,Diego Costa,[]
