"
PEC Zwolle
","
Willem II
"
Starting XI
1,M. van der Hart,[],1,K. Lamprou,[]
22,B. Schenkeveld,[],46,P. van Anholt,[]
2,B. van Polen,[],29,D. Lachman,[]
4,D. Marcellis,[],3,F. Heerkens,"[('yellow-card', ""24'"")]"
21,D. Warmerdam,[],26,K. Tshimanga,[]
3,T. van de Pavert,[],15,D. Wuytens,[]
14,W. Brama,[],6,F. Ojo,[]
6,M. Saymak,"[('sub-out', ""75'"")]",8,T. Haye,"[('sub-out', ""67'"")]"
30,R. Thomas,[],20,A. Kali,[]
44,N. Brock-Madsen,"[('sub-out', ""46'"")]",9,Fran Sol,"[('sub-out', ""55'"")]"
11,Q. Menig,[],14,J. Croux,"[('sub-out', ""87'"")]"
