"
Atlético Madrid
","
Real Betis
"
Starting XI
1,Moyà,[],13,Adán,[]
3,Filipe Luis,[],12,C. Piccini,"[('yellow-card', ""61'"")]"
15,S. Savić,[],15,R. Donk,[]
2,D. Godín,[],28,José Carlos,"[('sub-out', ""70'"")]"
16,Š. Vrsaljko,"[('yellow-card', ""69'"")]",14,R. Durmisi,[]
14,Gabi,[],20,G. Pezzella,[]
6,Koke,[],10,Dani Ceballos,"[('yellow-card', ""89'"")]"
8,Saúl,[],22,D. Brašanac,"[('sub-out', ""66'"")]"
23,N. Gaitán,"[('sub-out', ""63'"")]",8,J. Martin,[]
9,Fernando Torres,"[('sub-out', ""70'"")]",24,Rubén Castro,[]
7,A. Griezmann,"[('sub-out', ""90'+"")]",19,Álex Alegría,"[('yellow-card', ""79'""), ('sub-out', ""82'"")]"
