"
LA Galaxy
","
Dallas
"
Starting XI
12,B. Rowe,[],18,C. Seitz,[]
4,D. Romney,[],25,W. Zimmerman,[]
5,D. Steres,[],31,M. Figueroa,"[('yellow-card', ""83'"")]"
37,J. Van Damme,[],2,H. Grana,[]
8,João Pedro,"[('yellow-card', ""41'"")]",24,M. Hedges,"[('yellow-card', ""85'"")]"
7,R. Alessandrini,"[('sub-out', ""86'"")]",7,C. Gruezo,[]
13,J. Jones,"[('yellow-card', ""17'"")]",23,K. Acosta,[]
25,R. Garcia,"[('sub-out', ""71'"")]",21,M. Barrios,"[('sub-out', ""68'"")]"
17,S. Lletget,[],37,M. Urruti,"[('sub-out', ""79'"")]"
32,J. McBean,"[('sub-out', ""78'"")]",20,R. Lamah,[]
10,G. dos Santos,[],9,C. Colmán,"[('sub-out', ""68'"")]"
