"
Bordeaux
","
Toulouse
"
Starting XI
30,J. Prior,[],40,A. Lafont,[]
6,I. Lewczuk,[],12,Issiaga Sylla,"[('sub-out', ""53'"")]"
21,T. Pellenard,[],6,C. Jullien,[]
5,N. Pallois,[],2,K. Adou,[]
20,Y. Sabaly,"[('sub-out', ""46'"")]",29,F. Moubandje,"[('yellow-card', ""74'"")]"
14,J. Toulalan,[],5,I. Diop,[]
18,J. Plašil,"[('yellow-card', ""59'""), ('sub-out', ""65'"")]",27,A. Blin,[]
23,V. Vada,[],23,Y. Bodiger,"[('red-card', ""43'"")]"
24,G. Laborde,[],10,O. Trejo,"[('sub-out', ""78'"")]"
25,Malcom,"[('yellow-card', ""76'""), ('sub-out', ""79'"")]",21,J. Durmaz,"[('sub-out', ""61'"")]"
11,F. Kamano,[],9,M. Braithwaite,[]
