"
Montpellier
","
PSG
"
Starting XI
1,L. Pionnier,[],16,A. Areola,[]
3,D. Congré,[],2,Thiago Silva,[]
21,W. Rémy,[],19,S. Aurier,[]
18,N. Saint-Ruf,[],20,L. Kurzawa,[]
4,Hilton,"[('sub-out', ""86'"")]",5,Marquinhos,[]
7,P. Lasne,[],11,Á. di María,[]
10,R. Boudebouz,[],4,G. Krychowiak,[]
6,J. Marveaux,[],7,Lucas Moura,"[('sub-out', ""75'"")]"
13,E. Skhiri,[],14,B. Matuidi,[]
8,M. Sanson,[],24,C. Nkunku,"[('yellow-card', ""18'""), ('sub-out', ""58'"")]"
15,S. Mounié,"[('sub-out', ""88'"")]",9,E. Cavani,"[('yellow-card', ""58'""), ('sub-out', ""81'"")]"
