"
Monterrey
","
León
"
Starting XI
1,H. González,[],25,W. Yarbrough,[]
25,N. Sánchez,[],23,J. Cornejo,[]
2,E. Castillo,[],35,Juan González,[]
15,J. Basanta,[],24,O. Rodríguez,[]
6,E. Juárez,[],5,F. Navarro,[]
3,C. Montes,[],3,G. Burdisso,"[('yellow-card', ""13'"")]"
21,J. Molina,"[('sub-out', ""90'"")]",7,H. Burbano,"[('yellow-card', ""29'""), ('sub-out', ""62'"")]"
16,C. Ortiz,"[('yellow-card', ""88'"")]",20,L. López,"[('sub-out', ""46'"")]"
10,E. Cardona,"[('red-card', ""22'"")]",10,L. Montes,[]
8,D. Pabón,"[('sub-out', ""75'"")]",11,A. Andrade,[]
7,Rogelio Funes Mori,"[('sub-out', ""75'"")]",17,M. Boselli,"[('sub-out', ""69'"")]"
