"
Sevilla
","
Eibar
"
Starting XI
1,Sergio Rico,[],1,Yoel,[]
5,C. Lenglet,[],7,Ander Capa,"[('yellow-card', ""84'"")]"
18,Sergio Escudero,"[('yellow-card', ""66'"")]",20,F. Lejeune,[]
24,G. Mercado,"[('sub-out', ""46'"")]",18,Arbilla,"[('yellow-card', ""62'""), ('sub-out', ""67'"")]"
23,A. Rami,[],15,M. Dos Santos,[]
15,S. N'Zonzi,[],16,Fran Rico,"[('yellow-card', ""65'"")]"
10,S. Nasri,"[('sub-out', ""70'"")]",21,Pedro León,[]
17,Pablo Sarabia,[],11,Rubén Peña,"[('sub-out', ""82'"")]"
16,S. Jovetić,[],24,Adrián ,"[('sub-out', ""67'"")]"
22,F. Vázquez,[],5,G. Escalante,[]
12,W. Ben Yedder,"[('sub-out', ""59'"")]",9,Sergi Enrich,[]
