"
Ajax
","
Groningen"
Starting XI
24,A. Onana,[],1,S. Padt,[]
5,D. Sánchez,[],3,K. Larsen,[]
26,N. Viergever,[],6,E. Reijnen,"[('yellow-card', ""80'"")]"
3,J. Veltman,[],33,H. Hateboer,[]
8,D. Sinkgraven,"[('yellow-card', ""51'""), ('sub-out', ""73'"")]",12,J. Bacuna,"[('yellow-card', ""30'""), ('sub-out', ""46'"")]"
22,H. Ziyech,[],20,Y. van Nieff,[]
30,D. van de Beek,[],10,A. Rusnák,"[('yellow-card', ""72'""), ('sub-out', ""82'"")]"
17,V. Černý,"[('sub-out', ""60'"")]",8,R. Jenssen,"[('sub-out', ""82'"")]"
25,K. Dolberg,[],22,S. Tibbling,[]
20,L. Schöne,[],19,T. van Weert,[]
11,A. Younes,"[('sub-out', ""90'"")]",14,M. Mahi,[]
