"
Querétaro
","
León
"
Starting XI
1,Tiago Volpi,[],25,W. Yarbrough,[]
3,M. Martínez,"[('yellow-card', ""90'+"")]",24,O. Rodríguez,"[('sub-out', ""72'"")]"
27,H. Mier,[],35,Juan González,[]
12,J. Bornstein,[],23,J. Cornejo,"[('yellow-card', ""81'"")]"
14,L. Noriega,[],3,G. Burdisso,[]
28,J. Gómez,[],5,F. Navarro,[]
29,N. Cardozo,[],7,H. Burbano,"[('sub-out', ""68'"")]"
21,M. Jiménez,"[('sub-out', ""56'"")]",11,A. Andrade,"[('yellow-card', ""90'+"")]"
15,A. Sepúlveda,"[('sub-out', ""63'"")]",27,C. Peña,[]
11,E. Benítez,[],20,L. López,[]
7,Camilo Sanvezzo,"[('yellow-card', ""60'""), ('sub-out', ""76'"")]",9,G. Cano,"[('sub-out', ""72'"")]"
