"
Chelsea
","
Manchester United
"
Starting XI
13,T. Courtois,[],1,David de Gea,[]
30,David Luiz,[],36,M. Darmian,[]
24,G. Cahill,[],12,C. Smalling,[]
28,Azpilicueta,[],4,P. Jones,[]
3,Marcos Alonso,[],5,M. Rojo,[]
21,N. Matić,[],18,A. Young,"[('yellow-card', ""79'""), ('sub-out', ""81'"")]"
10,E. Hazard,[],22,H. Mkhitaryan,"[('sub-out', ""37'"")]"
7,N. Kanté,[],25,A. Valencia,[]
22,Willian,"[('sub-out', ""81'"")]",21,Ander Herrera,"[('yellow-card', ""20'""), ('sec-yellow-card', ""35'"")]"
15,V. Moses,"[('sub-out', ""89'"")]",6,P. Pogba,[]
19,Diego Costa,"[('yellow-card', ""87'""), ('sub-out', ""90'+"")]",19,M. Rashford,[]
