"
Roda JC
","
Sparta Rotterdam
"
Starting XI
1,B. van Leer,[],1,R. Kortsmit,[]
27,F. Ananou,"[('sub-out', ""46'"")]",6,R. van Drongelen,"[('yellow-card', ""67'"")]"
2,M. Milec,"[('yellow-card', ""63'"")]",2,D. Dumfries,[]
3,C. Kum,"[('yellow-card', ""32'"")]",5,M. Breuer,"[('sub-out', ""55'"")]"
5,A. van Peppen,[],3,S. Floranus,[]
30,M. El Makrini,"[('yellow-card', ""42'"")]",8,M. Dijkstra,[]
14,A. Ajagun,[],4,R. Sanusi,"[('yellow-card', ""60'"")]"
7,T. Van Hyfte,"[('yellow-card', ""47'"")]",7,Jerson Cabral,"[('sub-out', ""69'"")]"
9,D. Schahin,[],10,P. van Moorsel,[]
15,G. van Velzen,"[('yellow-card', ""59'""), ('sub-out', ""71'"")]",11,L. Brogno,"[('sub-out', ""34'"")]"
17,M. Rosheuvel,[],9,M. Pusic,[]
