"
Deportivo Alavés
","
Osasuna
"
Starting XI
1,Fernando Pacheco,[],25,S. Sirigu,[]
2,R. Ely,"[('yellow-card', ""80'"")]",5,David García,[]
3,Raúl García,"[('yellow-card', ""62'""), ('sub-out', ""71'"")]",6,Oier,"[('yellow-card', ""32'"")]"
4,Alexis,[],16,Fuentes,[]
16,D. Torres,"[('yellow-card', ""35'""), ('sub-out', ""78'"")]",21,Carlos Clerc,[]
21,Kiko Femenía,"[('yellow-card', ""82'"")]",20,De las Cuevas,"[('sub-out', ""69'"")]"
6,Marcos Llorente,[],8,G. Čaušić,[]
23,N. Krstičić,"[('sub-out', ""61'"")]",14,Fausto Tienza,"[('sub-out', ""71'"")]"
10,Óscar Romero,"[('yellow-card', ""50'"")]",35,Olavide,[]
25,A. Katai,[],19,Kenan,[]
9,C. Santos,[],7,Sergio León,"[('sub-out', ""77'"")]"
