"
Real Betis
","
Sporting Gijón
"
Starting XI
13,Adán,[],1,Pichu Cuéllar,[]
14,R. Durmisi,[],3,J. Babin,"[('yellow-card', ""21'"")]"
20,G. Pezzella,[],16,Lillo Castellano,"[('yellow-card', ""84'"")]"
15,R. Donk,[],5,F. Amorebieta,[]
12,C. Piccini,[],15,Canella,[]
4,Bruno González,"[('yellow-card', ""90'+"")]",21,Xavi Torres,[]
22,D. Brašanac,"[('sub-out', ""53'"")]",7,Víctor Rodríguez,"[('sub-out', ""61'"")]"
8,J. Martin,"[('sub-out', ""83'"")]",10,Nacho Cases,[]
10,Dani Ceballos,"[('yellow-card', ""59'"")]",18,Isma López,[]
24,Rubén Castro,[],24,D. Čop,"[('sub-out', ""76'"")]"
18,R. Zozulya,"[('sub-out', ""52'"")]",19,Carlos Carmona,"[('sub-out', ""86'"")]"
