"
Barcelona
","
Espanyol
"
Starting XI
1,M. ter Stegen,[],13,Diego López,"[('sub-out', ""53'"")]"
18,Jordi Alba,[],23,D. Reyes,[]
3,Piqué,[],29,Aaron Martín,"[('yellow-card', ""13'"")]"
14,J. Mascherano,[],14,José Jurado,[]
5,Busquets,"[('sub-out', ""74'"")]",15,David López,[]
6,Denis Suárez,"[('sub-out', ""66'"")]",20,P. Diop,[]
8,Iniesta,[],16,Javi López,[]
20,Sergi Roberto,[],18,Javi Fuego,[]
11,Neymar,[],7,Gerard Moreno,[]
10,L. Messi,[],10,F. Caicedo,"[('yellow-card', ""65'""), ('sub-out', ""71'"")]"
9,L. Suárez,[],19,P. Piatti,"[('yellow-card', ""10'""), ('sub-out', ""79'"")]"
