"
Middlesbrough
","
Accrington Stanley
"
Starting XI
1,D. Konstantopoulos,[],12,M. Rodak,[]
5,B. Espinosa,[],5,O. Beckles,"[('sub-out', ""90'"")]"
3,G. Friend,"[('sub-out', ""9'"")]",30,J. Donacien,[]
6,B. Gibson,"[('yellow-card', ""90'+"")]",32,H. Rodgers,"[('yellow-card', ""90'+"")]"
2,Fábio,[],28,S. Conneely,"[('yellow-card', ""14'"")]"
7,G. Leadbitter,"[('yellow-card', ""64'"")]",3,M. Hughes,[]
8,A. Clayton,"[('yellow-card', ""81'"")]",15,S. Clare,"[('yellow-card', ""85'"")]"
19,S. Downing,"[('yellow-card', ""88'"")]",4,A. Davies,"[('sub-out', ""74'"")]"
20,P. Bamford,"[('sub-out', ""70'"")]",14,R. Boco,"[('sub-out', ""74'"")]"
29,R. Gestede,[],29,B. Kee,[]
11,V. Fischer,"[('sub-out', ""61'"")]",11,S. McConville,[]
