"
Eintracht Frankfurt
","
Freiburg
"
Starting XI
1,L. Hradecky,[],1,A. Schwolow,[]
6,B. Oczipka,"[('yellow-card', ""75'"")]",20,M. Kempf,[]
22,T. Chandler,[],30,C. Günter,"[('yellow-card', ""38'"")]"
15,M. Hector,[],5,M. Gulde,[]
33,T. Tawatha,"[('sub-out', ""65'"")]",17,L. Kübler,[]
11,M. Gaćinović,"[('yellow-card', ""37'""), ('sub-out', ""80'"")]",27,N. Höfler,"[('sub-out', ""83'"")]"
20,M. Hasebe,[],8,M. Frantz,[]
39,Omar Mascarell,[],19,J. Haberer,[]
17,A. Rebić,"[('sub-out', ""74'"")]",32,V. Grifo,[]
31,B. Hrgota,[],23,J. Schuster,"[('sub-out', ""88'"")]"
7,D. Blum,[],7,F. Niederlechner,"[('sub-out', ""85'"")]"
