"
AZ
","
PSV
"
Starting XI
24,T. Krul,[],1,J. Zoet,[]
3,R. van Eijden,[],3,H. Moreno,[]
12,P. Hatzidiakos,[],4,S. Arias,"[('yellow-card', ""61'"")]"
23,D. Luckassen,"[('yellow-card', ""54'"")]",15,J. Willems,[]
35,O. Wijndal,[],5,D. Schwaab,[]
6,B. Rienstra,[],28,M. van Ginkel,"[('yellow-card', ""65'""), ('sub-out', ""84'"")]"
18,I. Bel Hassani,"[('sub-out', ""75'"")]",6,D. Pröpper,"[('yellow-card', ""84'"")]"
30,S. Wuytens,"[('yellow-card', ""53'""), ('sec-yellow-card', ""71'"")]",23,B. Ramselaar,"[('yellow-card', ""21'""), ('sub-out', ""70'"")]"
7,A. Jahanbakhsh,"[('sub-out', ""84'"")]",18,A. Guardado,[]
28,L. Garcia,"[('sub-out', ""69'"")]",9,L. de Jong,[]
27,F. Friday,[],7,G. Pereiro,"[('yellow-card', ""50'""), ('sub-out', ""69'"")]"
