"
Rennes
","
Saint-Étienne
"
Starting XI
1,B. Costil,[],16,S. Ruffier,[]
29,R. Danzé,[],12,C. M'Bengue,[]
32,J. Gnagnon,[],4,L. Lacroix,[]
24,L. Baal,[],2,K. Théophile Catherine,[]
15,R. Bensebaini,[],24,L. Perrin,[]
23,A. Hunou,[],17,O. Selnæs,"[('yellow-card', ""83'"")]"
6,G. Fernandes,"[('yellow-card', ""51'""), ('sub-out', ""89'"")]",7,B. Dabo,"[('sub-out', ""68'"")]"
28,Y. Gourcuff,[],14,J. Veretout,"[('yellow-card', ""57'""), ('sub-out', ""74'"")]"
21,B. André,"[('yellow-card', ""65'"")]",10,O. Tannane,[]
7,P. Ntep,"[('sub-out', ""84'"")]",21,R. Hamouma,"[('sub-out', ""65'"")]"
13,G. Sio,"[('yellow-card', ""73'""), ('sub-out', ""74'"")]",9,N. Roux,[]
