"
Fiorentina
","
Cagliari
"
Starting XI
12,C. Tătărușanu,[],1,Rafael,[]
13,D. Astori,"[('yellow-card', ""61'"")]",2,Bruno Alves,[]
2,G. Rodríguez,[],19,F. Pisacane,[]
40,N. Tomović,"[('yellow-card', ""56'""), ('sub-out', ""66'"")]",29,N. Murru,"[('sub-out', ""46'"")]"
25,F. Chiesa,[],4,D. Dessena,[]
20,Borja Valero,[],21,A. Ioniţă,"[('sub-out', ""85'"")]"
8,M. Vecino,[],18,N. Barella,[]
21,R. Saponara,"[('sub-out', ""66'"")]",10,João Pedro ,"[('sub-out', ""73'"")]"
10,F. Bernardeschi,"[('sub-out', ""80'"")]",3,M. Isla,[]
9,N. Kalinić,[],77,P. Tachtsidis ,[]
16,Cristian Tello,[],22,M. Borriello,[]
