"
Borussia Dortmund
","
RB Leipzig
"
Starting XI
38,R. Bürki,[],32,P. Gulácsi,[]
26,Ł. Piszczek,[],23,M. Halstenberg,[]
29,M. Schmelzer,"[('sub-out', ""85'"")]",33,M. Compper,"[('yellow-card', ""81'"")]"
5,Bartra,[],4,W. Orban,[]
37,E. Durm,[],8,N. Keïta,[]
25,S. Papastathopoulos,[],24,D. Kaiser,"[('sub-out', ""80'"")]"
13,Raphaël Guerreiro,"[('sub-out', ""77'"")]",3,Bernardo,"[('yellow-card', ""22'"")]"
33,J. Weigl,[],6,R. Khedira,"[('sub-out', ""66'"")]"
7,O. Dembélé,"[('sub-out', ""61'"")]",13,S. Ilsanker,[]
17,P. Aubameyang,"[('yellow-card', ""90'+"")]",27,D. Selke,"[('sub-out', ""73'"")]"
11,M. Reus,[],9,Y. Poulsen,[]
