"
Atlas
","
Morelia
"
Starting XI
1,O. Ustari,[],1,F. Rodríguez,[]
3,L. Jiménez,"[('yellow-card', ""79'"")]",5,F. Erpen,"[('yellow-card', ""8'"")]"
4,R. Márquez,"[('yellow-card', ""66'"")]",17,E. Loeschbor,"[('yellow-card', ""90'+"")]"
12,D. Arreola,[],25,M. Osuna,"[('sub-out', ""58'"")]"
9,F. Martínez,"[('sub-out', ""62'"")]",28,C. Morales,[]
13,J. Salas,"[('yellow-card', ""74'"")]",8,J. Rodríguez,"[('sub-out', ""58'"")]"
14,R. Reyes,[],19,D. Valdés,[]
27,J. Madueña,[],20,R. Millar,[]
10,J. Barraza,"[('sub-out', ""76'"")]",12,R. Vilchis,[]
11,M. Alustiza,[],9,R. Ruidíaz,[]
15,B. Garnica,"[('sub-out', ""90'+"")]",27,M. Sansores,"[('sub-out', ""67'"")]"
