"
Querétaro
","
Morelia"
Starting XI
1,Tiago Volpi,[],1,F. Rodríguez,[]
27,H. Mier,[],5,F. Erpen,"[('yellow-card', ""73'"")]"
3,M. Martínez,[],17,E. Loeschbor,"[('yellow-card', ""4'"")]"
28,J. Gómez,[],25,M. Osuna,[]
19,Y. Candelo,"[('sub-out', ""68'"")]",28,C. Morales,[]
14,L. Noriega,"[('yellow-card', ""7'""), ('sec-yellow-card', ""35'"")]",8,J. Rodríguez,[]
21,M. Jiménez,[],20,R. Millar,"[('yellow-card', ""64'"")]"
29,N. Cardozo,"[('sub-out', ""76'"")]",11,J. Zárate,"[('sub-out', ""56'"")]"
12,J. Bornstein,[],19,D. Valdés,"[('sub-out', ""76'"")]"
11,E. Benítez,[],12,R. Vilchis,"[('yellow-card', ""61'""), ('sub-out', ""66'"")]"
7,Camilo Sanvezzo,"[('yellow-card', ""32'""), ('sub-out', ""62'"")]",9,R. Ruidíaz,[]
