"
Borussia Dortmund
","
Wolfsburg
"
Starting XI
38,R. Bürki,[],1,D. Benaglio,[]
29,M. Schmelzer,[],34,R. Rodríguez,[]
28,M. Ginter,[],5,J. Bruma,"[('yellow-card', ""89'"")]"
26,Ł. Piszczek,[],21,J. Horn,[]
5,Bartra,[],30,P. Seguin,"[('sub-out', ""34'"")]"
21,A. Schürrle,"[('yellow-card', ""89'"")]",10,Y. Mallı,[]
7,O. Dembélé,"[('sub-out', ""73'"")]",27,M. Arnold,[]
33,J. Weigl,"[('yellow-card', ""53'""), ('sub-out', ""81'"")]",13,Y. Gerhardt,[]
27,G. Castro,[],8,Vieirinha,"[('sub-out', ""75'"")]"
17,P. Aubameyang,[],22,Luiz Gustavo,[]
11,M. Reus,"[('sub-out', ""67'"")]",33,M. Gómez,"[('sub-out', ""60'"")]"
