"
Cruz Azul
","
Querétaro
"
Starting XI
1,José Corona,[],1,Tiago Volpi,"[('yellow-card', ""88'"")]"
2,O. Mendoza,[],27,H. Mier,[]
16,A. Aldrete,[],3,M. Martínez,[]
6,J. Velázquez,[],21,M. Jiménez,"[('sub-out', ""69'"")]"
4,J. Domínguez,[],12,J. Bornstein,[]
14,M. Rodríguez,"[('sub-out', ""69'"")]",14,L. Noriega,[]
8,G. Peñalba,"[('yellow-card', ""90'+"")]",28,J. Gómez,[]
22,R. Baca,[],19,Y. Candelo,"[('sub-out', ""63'"")]"
7,M. Cauteruccio,[],29,N. Cardozo,[]
13,Á. Mena,"[('yellow-card', ""79'""), ('sub-out', ""82'"")]",7,Camilo Sanvezzo,"[('yellow-card', ""48'"")]"
9,J. Rojas,"[('yellow-card', ""79'"")]",15,A. Sepúlveda,"[('sub-out', ""80'"")]"
