"
Real Betis
","
Leganés
"
Starting XI
13,Adán,[],1,N. Champagne,[]
28,José Carlos,[],4,Adrián Marín,[]
2,Rafa Navarro,"[('sub-out', ""70'"")]",3,Bustinza,"[('yellow-card', ""78'"")]"
14,R. Durmisi,[],18,Pablo Ínsua,[]
20,G. Pezzella,[],5,M. Mantovani,"[('yellow-card', ""14'"")]"
4,Bruno González,"[('yellow-card', ""58'"")]",17,Víctor Díaz,"[('sub-out', ""59'"")]"
5,Petros,"[('yellow-card', ""30'""), ('sub-out', ""66'"")]",6,Alberto,"[('yellow-card', ""37'""), ('sub-out', ""52'"")]"
8,J. Martin,[],19,Unai López,"[('yellow-card', ""60'""), ('sub-out', ""77'"")]"
10,Dani Ceballos,[],24,Timor,[]
24,Rubén Castro,[],7,D. Machís,[]
9,A. Sanabria,"[('sub-out', ""36'"")]",9,Guerrero,[]
