"
Montreal Impact
","
Atlanta United
"
Starting XI
1,E. Bush,[],25,A. Kann,"[('yellow-card', ""90'+"")]"
6,H. Camara,[],4,G. Garza,[]
2,A. Oyongo,[],5,L. González Pírez,"[('red-card', ""45'+"")]"
23,L. Ciman,[],21,M. Bloom,[]
36,V. Cabrera,"[('yellow-card', ""13'""), ('sub-out', ""21'"")]",3,M. Parkhurst,[]
10,I. Piatti,"[('yellow-card', ""45'+"")]",10,M. Almirón,[]
16,C. Mallace,"[('sub-out', ""62'"")]",18,J. Larentowicz,[]
30,H. Bernardello,[],24,J. Gressel,"[('sub-out', ""46'"")]"
8,P. Bernier,[],14,C. Carmona,[]
7,D. Oduro,"[('sub-out', ""83'"")]",9,K. Jones,"[('sub-out', ""73'"")]"
21,M. Mancosu,[],15,H. Villalba,"[('sub-out', ""80'"")]"
