"
Chicago Fire
","
Montreal Impact
"
Starting XI
1,J. Bava,[],1,E. Bush,[]
66,João Meira,[],14,A. Arregui,"[('yellow-card', ""60'""), ('sub-out', ""62'"")]"
5,M. Harrington,[],6,H. Camara,[]
3,B. Vincent,[],36,V. Cabrera,"[('yellow-card', ""76'""), ('red-card', ""80'"")]"
16,J. Campbell,[],18,C. Duvall,"[('yellow-card', ""57'"")]"
31,B. Schweinsteiger,[],30,H. Bernardello,[]
6,D. McCarty,[],13,J. Tabla,[]
12,A. Álvarez,"[('sub-out', ""65'"")]",33,M. Donadel,"[('sub-out', ""74'"")]"
19,Juninho,"[('yellow-card', ""41'""), ('sec-yellow-card', ""71'"")]",3,D. Lovitz,"[('yellow-card', ""78'"")]"
23,N. Nikolić,"[('sub-out', ""75'"")]",21,M. Mancosu,[]
11,D. Accam,[],7,D. Oduro,"[('sub-out', ""83'"")]"
