"
Puebla
","
Cruz Azul"
Starting XI
1,I. Villaseñor,[],1,José Corona,[]
7,E. Orrantía,[],4,J. Domínguez,[]
5,E. Dueñas,[],26,E. Roco,[]
2,R. Herrera,"[('yellow-card', ""30'"")]",6,J. Velázquez,"[('yellow-card', ""53'"")]"
12,Ó. Rojas,[],2,O. Mendoza,"[('yellow-card', ""17'""), ('sub-out', ""70'"")]"
3,C. Gutiérrez,[],8,G. Peñalba,"[('sub-out', ""63'"")]"
16,D. Toledo,"[('sub-out', ""90'+"")]",23,R. Ruíz,"[('sub-out', ""88'"")]"
25,A. Canelo,"[('sub-out', ""88'"")]",22,R. Baca,"[('yellow-card', ""90'+"")]"
6,P. Míguez,"[('yellow-card', ""53'"")]",5,F. Silva,[]
9,J. Amione,"[('yellow-card', ""62'"")]",27,Jorge Benítez,[]
11,F. González,"[('sub-out', ""52'"")]",13,Á. Mena,[]
